"StockCode","sciname","Loo","TLinfinity","K","SE_K","SD_K","LCL_K","UCL_K","Temperature","DeltaT"
108,"Auxis thazard",47,47,0.73,NA,NA,NA,NA,28.5,NA
108,"Auxis thazard",63.5,63.5,0.72,NA,NA,NA,NA,28.5,NA
108,"Auxis thazard",47.5,47.5,0.7,NA,NA,NA,NA,27,NA
108,"Auxis thazard",51.5,51.5,1,NA,NA,NA,NA,27,NA
108,"Auxis thazard",36.6,36.6,1.2,NA,NA,NA,NA,28,NA
108,"Auxis thazard",51.47,NA,0.32,NA,NA,NA,NA,NA,NA
110,"Euthynnus affinis",90,90,0.444,NA,NA,NA,NA,24,NA
110,"Euthynnus affinis",82,82,0.508,NA,NA,NA,NA,18,NA
111,"Euthynnus alletteratus",99.5,99.5,0.315,NA,NA,NA,NA,20,NA
111,"Euthynnus alletteratus",136,136,0.164,NA,NA,NA,NA,14,NA
111,"Euthynnus alletteratus",115,115,0.19,NA,NA,NA,NA,17.5,NA
111,"Euthynnus alletteratus",111,118.9,0.22,NA,NA,NA,NA,14,NA
111,"Euthynnus alletteratus",112,112,0.126,NA,NA,NA,NA,24,NA
111,"Euthynnus alletteratus",123.2,131.6745,0.127,NA,NA,NA,NA,19,NA
111,"Euthynnus alletteratus",127.5,137.0271,0.106,NA,NA,NA,NA,19,NA
121,"Katsuwonus pelamis",84.6,84.6,1.16,NA,NA,NA,NA,25,NA
121,"Katsuwonus pelamis",85.1,85.1,0.44,NA,NA,NA,NA,18,NA
121,"Katsuwonus pelamis",85.1,85.1,0.95,NA,NA,NA,NA,25,NA
121,"Katsuwonus pelamis",77,77,0.58,NA,NA,NA,NA,25,NA
121,"Katsuwonus pelamis",78.5,78.5,1.25,NA,NA,NA,NA,28.5,NA
121,"Katsuwonus pelamis",83,83,0.78,NA,NA,NA,NA,28.5,NA
121,"Katsuwonus pelamis",79,79,1.1,NA,NA,NA,NA,28,NA
121,"Katsuwonus pelamis",80,80,0.95,NA,NA,NA,NA,28,NA
121,"Katsuwonus pelamis",80.5,80.5,0.63,NA,NA,NA,NA,27.5,NA
121,"Katsuwonus pelamis",90.6,90.6,0.59,NA,NA,NA,NA,25,NA
121,"Katsuwonus pelamis",61.3,61.3,1.25,NA,NA,NA,NA,23,NA
121,"Katsuwonus pelamis",62,62,1.1,NA,NA,NA,NA,23,NA
121,"Katsuwonus pelamis",65,65,0.92,NA,NA,NA,NA,25,NA
121,"Katsuwonus pelamis",65.5,65.5,0.95,NA,NA,NA,NA,25,NA
121,"Katsuwonus pelamis",72,72,0.7,NA,NA,NA,NA,28.5,NA
121,"Katsuwonus pelamis",72,72,0.8,NA,NA,NA,NA,28.5,NA
121,"Katsuwonus pelamis",72.9,72.9,0.83,NA,NA,NA,NA,18,NA
121,"Katsuwonus pelamis",74.8,74.8,0.52,NA,NA,NA,NA,25,NA
121,"Katsuwonus pelamis",75.5,75.5,0.77,NA,NA,NA,NA,12.5,NA
121,"Katsuwonus pelamis",78,78,0.8,NA,NA,NA,NA,28.5,NA
121,"Katsuwonus pelamis",79.1,79.1,0.64,NA,NA,NA,NA,18,NA
121,"Katsuwonus pelamis",80,80,0.6,NA,NA,NA,NA,17.5,NA
121,"Katsuwonus pelamis",82.5,82.5,0.48,NA,NA,NA,NA,28.5,NA
121,"Katsuwonus pelamis",84.5,84.5,0.51,NA,NA,NA,NA,28.5,NA
121,"Katsuwonus pelamis",85.1,85.1,0.44,NA,NA,NA,NA,18,NA
121,"Katsuwonus pelamis",88.1,88.1,0.43,NA,NA,NA,NA,18,NA
121,"Katsuwonus pelamis",92.4,92.4,0.47,NA,NA,NA,NA,25,NA
121,"Katsuwonus pelamis",101,101,0.39,NA,NA,NA,NA,25,NA
121,"Katsuwonus pelamis",102,102,0.55,NA,NA,NA,NA,25,NA
121,"Katsuwonus pelamis",104,104,0.3,NA,NA,NA,NA,20,NA
121,"Katsuwonus pelamis",104,104,0.43,NA,NA,NA,NA,20,NA
121,"Katsuwonus pelamis",108,108,0.41,NA,NA,NA,NA,18,NA
121,"Katsuwonus pelamis",142,142,0.29,NA,NA,NA,NA,18,NA
121,"Katsuwonus pelamis",76,76,0.44,NA,NA,NA,NA,28.5,NA
121,"Katsuwonus pelamis",78,78,0.62,NA,NA,NA,NA,28.5,NA
121,"Katsuwonus pelamis",79,79,0.41,NA,NA,NA,NA,28.5,NA
121,"Katsuwonus pelamis",79.7,79.7,0.41,NA,NA,NA,NA,28.5,NA
121,"Katsuwonus pelamis",82,82,0.45,NA,NA,NA,NA,28.5,NA
121,"Katsuwonus pelamis",84.3,84.3,0.22,NA,NA,NA,NA,27,NA
121,"Katsuwonus pelamis",85,85,0.44,NA,NA,NA,NA,28.5,NA
121,"Katsuwonus pelamis",85,85,0.62,NA,NA,NA,NA,28.5,NA
121,"Katsuwonus pelamis",86,86,0.62,NA,NA,NA,NA,27.6,NA
121,"Katsuwonus pelamis",90,90,0.48,NA,NA,NA,NA,27,NA
121,"Katsuwonus pelamis",90,90,0.49,NA,NA,NA,NA,29.5,NA
121,"Katsuwonus pelamis",77,77,0.52,NA,NA,NA,NA,28.5,NA
121,"Katsuwonus pelamis",80,80,0.601,NA,NA,NA,NA,25,5
121,"Katsuwonus pelamis",53.6,53.6,0.87,NA,NA,NA,NA,27.2,NA
121,"Katsuwonus pelamis",139,139,0.11,NA,NA,NA,NA,27.2,NA
121,"Katsuwonus pelamis",144,144,0.185,NA,NA,NA,NA,15,NA
121,"Katsuwonus pelamis",65.1,65.1,1.3,NA,NA,NA,NA,23,NA
121,"Katsuwonus pelamis",86.7,NA,0.307,NA,NA,NA,NA,27,NA
121,"Katsuwonus pelamis",97.078,NA,0.22,NA,NA,NA,NA,NA,NA
121,"Katsuwonus pelamis",93.6,NA,0.43,NA,NA,NA,NA,NA,NA
121,"Katsuwonus pelamis",117.5,NA,0.191,NA,NA,NA,NA,NA,NA
123,"Rastrelliger brachysoma",22,22,0.7,NA,NA,NA,NA,28,NA
123,"Rastrelliger brachysoma",22.9,22.9,2.28,NA,NA,NA,NA,28,NA
123,"Rastrelliger brachysoma",19.6,19.6,4.14,NA,NA,NA,NA,28,NA
123,"Rastrelliger brachysoma",20,20,3.528,NA,NA,NA,NA,28,NA
123,"Rastrelliger brachysoma",20.9,20.9,3.384,NA,NA,NA,NA,28,NA
123,"Rastrelliger brachysoma",25,27.59217,1.6,NA,NA,NA,NA,28.5,NA
123,"Rastrelliger brachysoma",34,34,1.1,NA,NA,NA,NA,28.2,NA
123,"Rastrelliger brachysoma",22.9,22.9,1.8,NA,NA,NA,NA,27,NA
123,"Rastrelliger brachysoma",25.8,25.8,1.63,NA,NA,NA,NA,28,NA
123,"Rastrelliger brachysoma",22,25.27098,1.42,NA,NA,NA,NA,21.5,NA
123,"Rastrelliger brachysoma",29.8,29.8,1.3,NA,NA,NA,NA,28.5,NA
123,"Rastrelliger brachysoma",32.5,32.5,1.2,NA,NA,NA,NA,27.7,NA
123,"Rastrelliger brachysoma",34,34,0.98,NA,NA,NA,NA,28.2,NA
123,"Rastrelliger brachysoma",34,34,0.981,NA,NA,NA,NA,27.7,NA
123,"Rastrelliger brachysoma",34,34,0.982,NA,NA,NA,NA,28.4,NA
123,"Rastrelliger brachysoma",24.5,27.04032,1.28,NA,NA,NA,NA,28.5,NA
123,"Rastrelliger brachysoma",25,27.59217,1.3,NA,NA,NA,NA,28.5,NA
123,"Rastrelliger brachysoma",25.5,28.14401,1.45,NA,NA,NA,NA,28.5,NA
123,"Rastrelliger brachysoma",20.9,20.9,4.2,NA,NA,NA,NA,28,NA
123,"Rastrelliger brachysoma",25.1,25.1,1.25,NA,NA,NA,NA,21.5,NA
123,"Rastrelliger brachysoma",25.4,25.4,1.33,NA,NA,NA,NA,21.5,NA
123,"Rastrelliger brachysoma",22.4,22.4,2,NA,NA,NA,NA,21.5,NA
123,"Rastrelliger brachysoma",23.5,23.5,1.5,NA,NA,NA,NA,29,NA
123,"Rastrelliger brachysoma",24.5,24.5,1.4,NA,NA,NA,NA,21.5,NA
123,"Rastrelliger brachysoma",26.3,26.3,1.3,NA,NA,NA,NA,21.5,NA
123,"Rastrelliger brachysoma",26.5,26.5,1.05,NA,NA,NA,NA,12,NA
123,"Rastrelliger brachysoma",27,29.79954,1.6,NA,NA,NA,NA,27,NA
123,"Rastrelliger brachysoma",18.2,18.2,1.56,NA,NA,NA,NA,28,NA
123,"Rastrelliger brachysoma",23,23,3.6,NA,NA,NA,NA,28,NA
123,"Rastrelliger brachysoma",21.2,23.39816,0.96,NA,NA,NA,NA,23,NA
123,"Rastrelliger brachysoma",24,24,1.02,NA,NA,NA,NA,22.4,NA
123,"Rastrelliger brachysoma",24,24,1.04,NA,NA,NA,NA,29,NA
123,"Rastrelliger brachysoma",24.2,24.2,0.52,NA,NA,NA,NA,22.4,NA
123,"Rastrelliger brachysoma",25,25,0.82,NA,NA,NA,NA,22.4,NA
123,"Rastrelliger brachysoma",26,26,0.6,NA,NA,NA,NA,22.4,NA
123,"Rastrelliger brachysoma",23.2,25.60553,1.2,NA,NA,NA,NA,23,NA
123,"Rastrelliger brachysoma",28.5,31.45507,1.4,NA,NA,NA,NA,28,NA
124,"Rastrelliger faughni",25.9,25.9,1.45,NA,NA,NA,NA,28.7,NA
124,"Rastrelliger faughni",27.3,27.3,2.2,NA,NA,NA,NA,28,NA
124,"Rastrelliger faughni",28.1,28.1,1.5,NA,NA,NA,NA,28,NA
124,"Rastrelliger faughni",30.1,30.1,2,NA,NA,NA,NA,28,NA
125,"Rastrelliger kanagurta",31.3,31.3,0.64,NA,NA,NA,NA,27,NA
125,"Rastrelliger kanagurta",42,42,0.288,NA,NA,NA,NA,25.5,NA
125,"Rastrelliger kanagurta",23.9,23.9,4.92,NA,NA,NA,NA,27,NA
125,"Rastrelliger kanagurta",21.8,21.8,5.16,NA,NA,NA,NA,27,NA
125,"Rastrelliger kanagurta",22.4,22.4,4.32,NA,NA,NA,NA,27,NA
125,"Rastrelliger kanagurta",23.3,23.3,3.12,NA,NA,NA,NA,27,NA
125,"Rastrelliger kanagurta",23.9,23.9,2.76,NA,NA,NA,NA,28,NA
125,"Rastrelliger kanagurta",28,28,1.55,NA,NA,NA,NA,28.5,NA
125,"Rastrelliger kanagurta",25.8,25.8,1.63,NA,NA,NA,NA,28,NA
125,"Rastrelliger kanagurta",28.7,28.7,0.78,NA,NA,NA,NA,28,NA
125,"Rastrelliger kanagurta",26.5,26.5,1.6,NA,NA,NA,NA,28.5,NA
125,"Rastrelliger kanagurta",27.5,27.5,1.65,NA,NA,NA,NA,28.5,NA
125,"Rastrelliger kanagurta",29.5,29.5,1.5,NA,NA,NA,NA,27.7,NA
125,"Rastrelliger kanagurta",37,37,0.7,NA,NA,NA,NA,27.7,NA
125,"Rastrelliger kanagurta",39,39,0.72,NA,NA,NA,NA,28.5,NA
125,"Rastrelliger kanagurta",25.7,25.7,1.625,NA,NA,NA,NA,28.2,NA
125,"Rastrelliger kanagurta",27.5,27.5,1.3,NA,NA,NA,NA,28.5,NA
125,"Rastrelliger kanagurta",28,28,1.31,NA,NA,NA,NA,28.5,NA
125,"Rastrelliger kanagurta",27.5,27.5,1.9,NA,NA,NA,NA,28.2,NA
125,"Rastrelliger kanagurta",27.6,27.6,1.5,NA,NA,NA,NA,28.2,NA
125,"Rastrelliger kanagurta",28.6,28.6,1.75,NA,NA,NA,NA,28.2,NA
125,"Rastrelliger kanagurta",39,39,0.74,NA,NA,NA,NA,27.6,NA
125,"Rastrelliger kanagurta",27.8,27.8,0.753,NA,NA,NA,NA,21,NA
125,"Rastrelliger kanagurta",26.5,26.5,0.8,NA,NA,NA,NA,12.5,NA
125,"Rastrelliger kanagurta",25,25,0.2,NA,NA,NA,NA,27,NA
125,"Rastrelliger kanagurta",40,40,0.23,NA,NA,NA,NA,27.5,NA
125,"Rastrelliger kanagurta",31.6,31.6,0.6,NA,NA,NA,NA,27,NA
125,"Rastrelliger kanagurta",26.6,26.6,0.827,NA,NA,NA,NA,27,NA
125,"Rastrelliger kanagurta",30.5,30.5,0.8,NA,NA,NA,NA,27,NA
125,"Rastrelliger kanagurta",38,38,0.8,NA,NA,NA,NA,28.3,NA
125,"Rastrelliger kanagurta",32.3,32.3,0.67,NA,NA,NA,NA,29,NA
125,"Rastrelliger kanagurta",30.3,30.3,0.724,NA,NA,NA,NA,21,NA
125,"Rastrelliger kanagurta",29,29,1.21,NA,NA,NA,NA,27.6,NA
125,"Rastrelliger kanagurta",29.7,29.7,1.19,NA,NA,NA,NA,27.6,NA
125,"Rastrelliger kanagurta",28.5,28.5,0.9,NA,NA,NA,NA,12.5,NA
125,"Rastrelliger kanagurta",25.5,25.5,1.5,NA,NA,NA,NA,27,NA
125,"Rastrelliger kanagurta",31.6,31.6,0.98,NA,NA,NA,NA,25,5
125,"Rastrelliger kanagurta",26.3,26.3,0.84,NA,NA,NA,NA,25.5,NA
125,"Rastrelliger kanagurta",25.2,25.2,1.1,NA,NA,NA,NA,28.7,NA
125,"Rastrelliger kanagurta",28.8,28.8,0.85,NA,NA,NA,NA,28.7,NA
125,"Rastrelliger kanagurta",26.1,26.1,0.759,NA,NA,NA,NA,28,NA
125,"Rastrelliger kanagurta",26.3,26.3,0.633,NA,NA,NA,NA,28,NA
125,"Rastrelliger kanagurta",31.7,31.7,0.64,NA,NA,NA,NA,27,NA
125,"Rastrelliger kanagurta",22.1,22.1,0.81,NA,NA,NA,NA,27.2,NA
125,"Rastrelliger kanagurta",24.7,24.7,1.2,NA,NA,NA,NA,28,NA
125,"Rastrelliger kanagurta",31.9,31.9,2,NA,NA,NA,NA,28,NA
125,"Rastrelliger kanagurta",33.9,33.9,1,NA,NA,NA,NA,28,NA
125,"Rastrelliger kanagurta",37.4,37.4,1,NA,NA,NA,NA,28,NA
125,"Rastrelliger kanagurta",27.4,27.4,0.9,NA,NA,NA,NA,28,NA
125,"Rastrelliger kanagurta",36,NA,1.7,NA,NA,NA,NA,27,NA
125,"Rastrelliger kanagurta",33.3,33.3,1.634,NA,NA,NA,NA,29,NA
125,"Rastrelliger kanagurta",31.8,NA,0.955,NA,NA,NA,NA,29.4,NA
125,"Rastrelliger kanagurta",27.4,NA,0.47,NA,NA,NA,NA,28,NA
127,"Sarda chiliensis",76,76,0.455,NA,NA,NA,NA,18,NA
127,"Sarda chiliensis",101,101,0.154,NA,NA,NA,NA,18,NA
5024,"Sarda lineolata",77,77,0.622,NA,NA,NA,NA,18,NA
5024,"Sarda lineolata",266,266,0.038,NA,NA,NA,NA,18,NA
128,"Sarda orientalis",266,266,0.075,NA,NA,NA,NA,15,NA
129,"Sarda sarda",64,64,0.693,NA,NA,NA,NA,17.5,NA
129,"Sarda sarda",64,64,0.86,NA,NA,NA,NA,14,NA
129,"Sarda sarda",67.8,67.8,0.795,NA,NA,NA,NA,14,NA
129,"Sarda sarda",81.5,81.5,0.525,NA,NA,NA,NA,14,NA
129,"Sarda sarda",95.6,95.6,0.237,NA,NA,NA,NA,14.3,NA
129,"Sarda sarda",103,103,0.132,NA,NA,NA,NA,14.3,NA
129,"Sarda sarda",80.9,NA,0.352,NA,NA,NA,NA,20,NA
129,"Sarda sarda",80.86,NA,0.352,NA,NA,NA,NA,NA,NA
129,"Sarda sarda",69.6,NA,0.439,NA,NA,NA,NA,NA,NA
129,"Sarda sarda",74.6,NA,0.364,NA,NA,NA,NA,NA,NA
129,"Sarda sarda",62.5,NA,0.719,NA,NA,NA,NA,NA,NA
129,"Sarda sarda",68,NA,0.82,NA,NA,NA,NA,NA,NA
129,"Sarda sarda",69.8,NA,0.76,NA,NA,NA,NA,NA,NA
129,"Sarda sarda",80.6,NA,0.36,NA,NA,NA,NA,NA,NA
130,"Scomber australasicus",27.9,27.9,0.485,NA,NA,NA,NA,27.5,NA
130,"Scomber australasicus",53,53,0.28,NA,NA,NA,NA,29,NA
130,"Scomber australasicus",44.1,44.1,0.24,NA,NA,NA,NA,15,NA
131,"Scomber japonicus",33,33,0.473,NA,NA,NA,NA,14,NA
131,"Scomber japonicus",44,44,0.441,NA,NA,NA,NA,10,NA
131,"Scomber japonicus",60,60,0.306,NA,NA,NA,NA,0,NA
131,"Scomber japonicus",40,40,0.4,NA,NA,NA,NA,14,NA
131,"Scomber japonicus",41.6,41.6,0.49,NA,NA,NA,NA,17.5,NA
131,"Scomber japonicus",29.3,29.3,0.5,NA,NA,NA,NA,13.2,NA
131,"Scomber japonicus",40.5,40.5,0.221,NA,NA,NA,NA,14,NA
131,"Scomber japonicus",68,68,0.207,NA,NA,NA,NA,16.7,NA
131,"Scomber japonicus",43.6,43.6,0.244,NA,NA,NA,NA,14,NA
131,"Scomber japonicus",38.1,38.1,0.63,NA,NA,NA,NA,10,NA
131,"Scomber japonicus",42.3,42.3,0.25,NA,NA,NA,NA,14,NA
131,"Scomber japonicus",40.6,40.6,0.41,NA,NA,NA,NA,12,NA
131,"Scomber japonicus",44.1,44.1,0.326,NA,NA,NA,NA,14,NA
131,"Scomber japonicus",55.4,55.4,0.118,NA,NA,NA,NA,17.5,NA
131,"Scomber japonicus",44.5,44.5,0.32,NA,NA,NA,NA,6.2,NA
131,"Scomber japonicus",51.7,51.69,0.217,NA,NA,NA,NA,17.5,NA
131,"Scomber japonicus",39.2,43.2,0.23,NA,NA,NA,NA,27,NA
131,"Scomber japonicus",39.6,43.6,0.39,NA,NA,NA,NA,27,NA
131,"Scomber japonicus",39.9,44,0.2,NA,NA,NA,NA,27,NA
131,"Scomber japonicus",40,44.1,0.21,NA,NA,NA,NA,27,NA
131,"Scomber japonicus",44.4,48.9,0.16,NA,NA,NA,NA,18,NA
131,"Scomber japonicus",45,49.6,0.37,NA,NA,NA,NA,18,4.5
131,"Scomber japonicus",34.5,36.7,0.303,NA,NA,NA,NA,NA,NA
131,"Scomber japonicus",46.4,48.4,0.157,NA,NA,NA,NA,NA,NA
131,"Scomber japonicus",27.2,NA,0.26,NA,NA,NA,NA,NA,NA
131,"Scomber japonicus",29.6,NA,0.23,NA,NA,NA,NA,NA,NA
131,"Scomber japonicus",40.5,NA,0.289,0.09,NA,NA,NA,NA,NA
131,"Scomber japonicus",47.1,NA,0.16,NA,NA,NA,NA,NA,NA
132,"Scomber scombrus",40.6,40.6,0.27,NA,NA,NA,NA,10,NA
132,"Scomber scombrus",44.5,44.5,0.269,NA,NA,NA,NA,10,NA
132,"Scomber scombrus",46.1,46.1,0.234,NA,NA,NA,NA,10,NA
132,"Scomber scombrus",47.3,47.3,0.262,NA,NA,NA,NA,10,NA
132,"Scomber scombrus",42.9,42.9,0.36,NA,NA,NA,NA,7,NA
132,"Scomber scombrus",40.7,40.7,0.27,NA,NA,NA,NA,12,NA
56777,"Scomber scombrus",33.6,33.6,0.837,NA,NA,NA,NA,9,NA
56777,"Scomber scombrus",37.4,37.4,0.47,NA,NA,NA,NA,11.9,NA
56777,"Scomber scombrus",39,39,0.43,NA,NA,NA,NA,7,NA
56777,"Scomber scombrus",41,41,0.44,NA,NA,NA,NA,12,NA
56777,"Scomber scombrus",42,42,0.238,NA,NA,NA,NA,11.2,NA
56777,"Scomber scombrus",35,35,0.5,NA,NA,NA,NA,18.7,NA
56777,"Scomber scombrus",37,37,0.56,NA,NA,NA,NA,11.7,NA
56777,"Scomber scombrus",41.8,41.8,0.43,NA,NA,NA,NA,10.7,NA
56777,"Scomber scombrus",43.5,43.5,0.26,NA,NA,NA,NA,14.5,NA
56777,"Scomber scombrus",36.2,36.2,0.485,NA,NA,NA,NA,14,NA
56777,"Scomber scombrus",39.9,39.9,0.36,NA,NA,NA,NA,NA,NA
56777,"Scomber scombrus",42,42,0.37,NA,NA,NA,NA,NA,NA
56777,"Scomber scombrus",36,36,0.368,NA,NA,NA,NA,NA,NA
133,"Scomberomorus brasiliensis",93.8,93.8,0.176,NA,NA,NA,NA,27.2,NA
133,"Scomberomorus brasiliensis",114.2,NA,0.113,NA,NA,NA,NA,NA,NA
133,"Scomberomorus brasiliensis",78.2,NA,0.188,NA,NA,NA,NA,NA,NA
134,"Scomberomorus cavalla",124,124,0.21,NA,NA,NA,NA,21.5,NA
134,"Scomberomorus cavalla",153,153,0.14,NA,NA,NA,NA,22.2,NA
134,"Scomberomorus cavalla",90.3,90.3,0.35,NA,NA,NA,NA,21.5,NA
134,"Scomberomorus cavalla",96.5,96.5,0.28,NA,NA,NA,NA,22.2,NA
134,"Scomberomorus cavalla",128,128,0.087,NA,NA,NA,NA,20,NA
134,"Scomberomorus cavalla",133,133,0.127,NA,NA,NA,NA,24.8,NA
134,"Scomberomorus cavalla",148,148,0.115,NA,NA,NA,NA,24.8,NA
134,"Scomberomorus cavalla",152,152,0.07,NA,NA,NA,NA,24,NA
134,"Scomberomorus cavalla",137,137,0.15,NA,NA,NA,NA,27.5,NA
134,"Scomberomorus cavalla",116,116,0.18,NA,NA,NA,NA,27.5,NA
134,"Scomberomorus cavalla",132,132,0.164,NA,NA,NA,NA,27.5,NA
134,"Scomberomorus cavalla",140,140,0.15,NA,NA,NA,NA,28,NA
134,"Scomberomorus cavalla",142,142,0.136,NA,NA,NA,NA,25,NA
134,"Scomberomorus cavalla",111,111,0.208,NA,NA,NA,NA,25,NA
134,"Scomberomorus cavalla",112,112,0.18,NA,NA,NA,NA,28,NA
134,"Scomberomorus cavalla",113,113,0.229,NA,NA,NA,NA,27.5,NA
134,"Scomberomorus cavalla",101,101,0.19,NA,NA,NA,NA,27.2,NA
134,"Scomberomorus cavalla",115,115,0.16,NA,NA,NA,NA,21.5,NA
134,"Scomberomorus cavalla",125,125,0.18,NA,NA,NA,NA,27.5,NA
134,"Scomberomorus cavalla",140.3,NA,0.13,NA,NA,NA,NA,NA,NA
134,"Scomberomorus cavalla",118,NA,0.17,NA,NA,NA,NA,NA,NA
134,"Scomberomorus cavalla",137.8,NA,0.13,NA,NA,NA,NA,NA,NA
135,"Scomberomorus commerson",178,178,0.38,NA,NA,NA,NA,27.6,NA
135,"Scomberomorus commerson",110,110,0.1,NA,NA,NA,NA,28,NA
135,"Scomberomorus commerson",136,136,0.21,NA,NA,NA,NA,27.6,NA
135,"Scomberomorus commerson",187,187,0.183,NA,NA,NA,NA,12.5,NA
135,"Scomberomorus commerson",230,230,0.12,NA,NA,NA,NA,29,NA
135,"Scomberomorus commerson",208,208,0.183,NA,NA,NA,NA,12.5,NA
135,"Scomberomorus commerson",155,155,0.17,NA,NA,NA,NA,25,NA
135,"Scomberomorus commerson",128,128,0.25,NA,NA,NA,NA,25,NA
135,"Scomberomorus commerson",162,162,0.5,NA,NA,NA,NA,27.5,NA
135,"Scomberomorus commerson",146,146,0.37,NA,NA,NA,NA,12.5,NA
135,"Scomberomorus commerson",146,146,0.78,NA,NA,NA,NA,27,NA
135,"Scomberomorus commerson",151,151,0.21,NA,NA,NA,NA,27.6,NA
135,"Scomberomorus commerson",153,153,0.38,NA,NA,NA,NA,27.5,NA
135,"Scomberomorus commerson",164,164,0.34,NA,NA,NA,NA,27,NA
135,"Scomberomorus commerson",182,182,0.3,NA,NA,NA,NA,27,NA
135,"Scomberomorus commerson",184,184,0.26,NA,NA,NA,NA,26,NA
135,"Scomberomorus commerson",226,226,0.21,NA,NA,NA,NA,27,NA
135,"Scomberomorus commerson",121,NA,0.761,NA,NA,NA,NA,15,NA
135,"Scomberomorus commerson",122,NA,0.646,NA,NA,NA,NA,28,NA
135,"Scomberomorus commerson",126,NA,0.631,NA,NA,NA,NA,24,NA
135,"Scomberomorus commerson",107,NA,0.847,NA,NA,NA,NA,28,NA
135,"Scomberomorus commerson",114,NA,0.761,NA,NA,NA,NA,15,NA
135,"Scomberomorus commerson",116,NA,0.962,NA,NA,NA,NA,24,NA
135,"Scomberomorus commerson",119,NA,0.595,NA,NA,NA,NA,NA,NA
135,"Scomberomorus commerson",140,NA,0.309,NA,NA,NA,NA,NA,NA
135,"Scomberomorus commerson",139,NA,0.21,NA,NA,NA,NA,NA,NA
135,"Scomberomorus commerson",140,NA,0.42,NA,NA,NA,NA,26.5,NA
135,"Scomberomorus commerson",170,NA,0.28,NA,NA,NA,NA,NA,NA
135,"Scomberomorus commerson",174,NA,0.28,NA,NA,NA,NA,NA,NA
137,"Scomberomorus guttatus",128,128,0.18,NA,NA,NA,NA,12.5,NA
139,"Scomberomorus lineolatus",145,145,0.223,NA,NA,NA,NA,12.5,NA
139,"Scomberomorus lineolatus",168,168,0.182,NA,NA,NA,NA,12.5,NA
140,"Scomberomorus maculatus",76.7,76.7,0.356,NA,NA,NA,NA,25,NA
140,"Scomberomorus maculatus",61.2,61.2,0.373,NA,NA,NA,NA,25,NA
140,"Scomberomorus maculatus",96.4,96.4,0.2,NA,NA,NA,NA,27.5,NA
140,"Scomberomorus maculatus",83,83,0.2,NA,NA,NA,NA,27.5,NA
140,"Scomberomorus maculatus",69.4,69.4,0.45,NA,NA,NA,NA,26,NA
140,"Scomberomorus maculatus",55.5,55.5,0.48,NA,NA,NA,NA,26,NA
140,"Scomberomorus maculatus",133,133,0.07,NA,NA,NA,NA,26,NA
140,"Scomberomorus maculatus",73,73,0.29,NA,NA,NA,NA,27.2,NA
140,"Scomberomorus maculatus",73.1,NA,0.38,NA,NA,NA,NA,26,NA
140,"Scomberomorus maculatus",73.9,NA,0.33,NA,NA,NA,NA,26,NA
140,"Scomberomorus maculatus",77.6,NA,0.27,NA,NA,NA,NA,26,NA
140,"Scomberomorus maculatus",79.4,NA,0.24,NA,NA,NA,NA,26,NA
143,"Scomberomorus munroi",84.9,NA,0.46,NA,NA,NA,NA,26.5,4.5
143,"Scomberomorus munroi",76.8,NA,0.23,NA,NA,NA,NA,26.5,4.5
143,"Scomberomorus munroi",86.7,NA,0.711,NA,NA,NA,NA,26.5,5.5
143,"Scomberomorus munroi",71.8,NA,0.633,NA,NA,NA,NA,26.5,5.5
145,"Scomberomorus niphonius",101,101,0.52,NA,NA,NA,NA,15,NA
145,"Scomberomorus niphonius",80.4,80.4,0.91,NA,NA,NA,NA,15,NA
145,"Scomberomorus niphonius",422.84,NA,0.1388,NA,NA,NA,NA,NA,NA
146,"Scomberomorus plurilineatus",93.5,NA,0.583,NA,NA,NA,NA,25,NA
147,"Scomberomorus queenslandicus",57.7,71.267,0.98,NA,NA,0.532,1.429,26.5,5.5
147,"Scomberomorus queenslandicus",67.8,NA,0.697,NA,NA,0.594,0.801,27,NA
147,"Scomberomorus queenslandicus",90,NA,0.163,NA,NA,-0.013,0.338,27,NA
147,"Scomberomorus queenslandicus",61.4,70.7395,0.967,NA,NA,0.307,1.627,26.5,4.5
147,"Scomberomorus queenslandicus",64.4,NA,0.836,NA,NA,0.708,0.964,27,NA
147,"Scomberomorus queenslandicus",70.9,NA,0.284,NA,NA,0.158,0.41,27,NA
148,"Scomberomorus regalis",66.5,66.5,0.22,NA,NA,NA,NA,27.2,NA
149,"Scomberomorus semifasciatus",94.4,NA,0.595,NA,NA,NA,NA,26.5,5.5
149,"Scomberomorus semifasciatus",83,NA,0.759,NA,NA,NA,NA,26.5,5.5
155,"Scomberomorus tritor",100,100,0.311,NA,NA,NA,NA,28,NA
155,"Scomberomorus tritor",90,90,0.325,NA,NA,NA,NA,28,NA
156,"Thunnus alalunga",109,109,0.233,NA,NA,NA,NA,14,NA
156,"Thunnus alalunga",118,118,0.262,NA,NA,NA,NA,11,NA
156,"Thunnus alalunga",134,134,0.183,NA,NA,NA,NA,11,NA
156,"Thunnus alalunga",135,135,0.138,NA,NA,NA,NA,11,NA
156,"Thunnus alalunga",135,135,0.19,NA,NA,NA,NA,25,NA
156,"Thunnus alalunga",145,145,0.159,NA,NA,NA,NA,12,NA
156,"Thunnus alalunga",150,150,0.119,NA,NA,NA,NA,11,NA
